date,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23,h24
2015-01-12,52000.25,50086.25,49233.25,49497.25,51145.25,55012.0,63111.75,70476.25,73812.25,74690.75,75960.5,77135.25,77098.5,75934.75,73988.75,74976.75,74980.25,77859.25,77897.5,75782.25,71128.25,67409.5,64436.0,58940.25
2015-01-13,54465.75,53399.0,52425.25,52579.75,54014.5,57267.25,63941.5,70743.5,73584.75,74250.0,75142.75,76093.75,75732.5,74594.75,71932.0,73248.0,73818.75,77309.5,77850.25,75053.25,70140.75,66599.5,64203.25,58865.75
2015-01-14,57384.75,54740.25,53595.75,53712.25,55825.25,59472.0,67118.25,74721.75,77498.5,77586.75,78174.75,79393.75,78292.25,77069.75,76140.0,75795.0,76086.75,78928.0,78945.25,77616.25,73205.75,69194.75,66485.0,61242.75
2015-01-15,57793.75,55329.0,54167.0,54393.0,55752.75,59211.5,66149.75,75040.5,78493.75,78743.25,79672.25,80817.5,79733.25,77444.0,76181.5,75991.75,76620.25,79447.0,79192.5,76824.25,72009.0,68008.5,65678.5,60799.0
2015-01-16,56236.0,54639.25,53618.25,53927.0,55746.5,59048.75,66104.25,74566.5,77856.5,77961.0,78378.75,79465.5,77991.5,75233.0,74352.0,74096.75,74693.5,77782.5,77801.0,74888.75,70264.25,65583.5,62686.25,59826.25
2015-01-17,56376.75,54545.75,52985.25,52695.25,53318.0,53278.5,54669.25,58770.75,62667.0,65265.0,66673.5,68037.75,66981.75,65114.75,63703.75,62594.5,64305.25,67245.25,68182.75,66200.0,62172.0,59666.25,59514.25,56393.25
2015-01-18,52909.5,50380.25,48969.5,49280.75,49686.25,49742.25,49388.5,51658.25,54852.25,58117.75,60781.25,63205.75,62909.0,61013.25,59518.5,59152.0,60195.25,65198.25,66870.0,65562.25,62117.5,60079.75,60594.5,57310.0
2015-01-19,53671.5,51794.75,50849.75,50968.25,52643.75,56481.75,65665.25,73920.25,77103.75,77391.5,78803.0,79633.75,79005.0,77312.0,76644.5,76601.75,76346.0,78819.75,79600.25,77712.25,73286.25,69644.75,66343.5,60786.25
2015-01-20,56838.25,55399.75,54246.25,54227.25,55288.25,58243.5,66260.75,74006.0,76664.0,76835.0,77878.0,78392.0,77685.75,76710.25,74469.75,74458.75,74431.5,77721.25,78636.5,77016.25,72682.0,68837.75,65984.0,59954.0
2015-01-21,56555.25,54075.25,53149.75,53329.0,54682.5,58174.5,66385.0,73996.75,76766.75,76952.5,77865.5,78617.75,78124.25,76977.75,75515.25,75239.5,75170.5,78010.75,78377.0,76107.75,71673.5,67894.0,64945.75,59412.0
2015-01-22,57568.5,55306.75,54053.25,54106.5,55206.0,58383.75,66384.25,74372.0,77005.75,77159.75,76314.25,78609.75,77914.75,76181.5,75270.5,75665.25,75417.25,78474.75,78932.75,76172.0,71518.5,67326.5,64361.5,60328.75
2015-01-23,57332.0,54928.75,53799.25,54066.25,55656.25,58833.25,66621.25,74639.75,77372.5,77539.25,78001.5,78878.5,77920.25,74992.5,73886.25,73529.75,73725.5,77092.5,77224.75,74833.0,70280.75,65790.5,62899.5,59411.5
2015-01-24,56350.5,54793.25,53187.0,52844.75,53222.0,53025.25,54372.5,58117.75,60839.75,64601.75,66333.5,68468.75,66632.5,64745.75,63011.25,60126.0,62451.25,65711.75,66887.75,62788.25,59505.25,59099.25,59068.25,56147.5
2015-01-25,52977.5,49507.75,47865.0,48523.5,48059.5,48210.0,47742.75,50175.25,52823.0,56567.0,59385.75,62035.5,61774.25,59291.0,57905.25,57592.25,58435.0,62866.0,64090.75,63400.75,60551.5,58864.0,59296.75,56086.75
2015-01-26,51622.0,50451.25,49420.5,49566.5,51128.25,55065.75,63873.5,72330.75,75538.75,76191.5,77459.25,78144.25,77694.5,74955.25,74044.5,75928.0,75240.0,77904.0,78518.5,76475.75,72003.5,68217.5,64100.0,59352.75
2015-01-27,57439.0,55241.25,53993.5,54069.0,55460.75,59154.25,67473.25,75335.75,78401.5,78228.0,78721.5,80206.25,79268.0,78327.25,74524.25,76589.25,76622.25,79407.5,80312.0,77926.0,73151.0,69248.75,63100.75,58589.75
2015-01-28,59242.0,56933.25,55884.25,56270.0,57657.75,60964.25,68791.25,76380.75,79224.25,79443.5,79846.5,81208.0,80170.25,77744.5,75644.75,76768.0,76720.0,79201.25,80179.25,76720.25,73725.0,68891.75,65619.25,60826.5
2015-01-29,59232.0,56962.5,55795.75,55723.25,56902.5,60343.0,67760.0,76261.5,78975.0,79462.0,79843.75,80999.0,80139.75,78885.25,77773.75,77137.75,77179.0,79618.75,80420.0,77941.0,73187.75,69446.0,67232.5,62186.0
2015-01-30,60496.25,58773.5,57580.75,57445.5,58924.75,61180.75,68630.75,76928.5,79762.5,79985.5,80201.5,81103.5,80003.75,76530.25,75811.25,76210.0,75972.5,77964.5,78768.5,76734.0,72470.25,67119.25,65149.5,62956.0
2015-01-31,56515.5,54315.75,52877.75,52332.0,52886.25,53230.25,54452.25,58219.25,62045.25,65467.0,67029.75,67807.0,66951.75,65170.25,63585.75,61168.5,62799.75,65041.75,67313.25,63459.25,59517.25,59137.5,58527.75,55522.5
2015-02-01,52902.25,49401.5,48164.0,47715.75,47893.75,48201.5,47838.0,50268.75,53717.5,57258.75,59850.0,62215.0,61562.0,59453.25,57746.25,57027.75,58070.25,62201.75,63117.25,63834.5,60994.75,59200.0,59402.75,56631.0
2015-02-02,51809.75,50438.0,49558.25,49515.5,51223.0,55535.5,64606.75,72457.25,75742.5,76458.0,77490.5,78357.0,77968.0,76520.0,75490.0,76210.0,75450.0,77766.25,78897.25,77204.75,72637.5,68733.25,64873.0,59723.75
2015-02-03,58382.5,55994.25,54671.25,54616.5,55869.0,59110.25,66592.25,74516.25,77322.25,77782.75,78680.5,79574.25,78861.5,77722.25,76071.25,76053.25,75309.75,77594.25,79003.5,77546.5,73206.5,69111.75,64248.75,60584.25
2015-02-04,58452.0,55965.75,55059.5,55091.0,56288.5,59499.0,66856.0,74618.25,77157.75,78018.25,78472.25,79744.0,78783.0,77408.25,74766.0,75814.0,75130.0,77478.0,79007.5,77151.0,72400.25,68160.25,66013.75,61100.5
2015-02-05,59140.25,56746.75,55403.0,55159.5,56195.25,59418.5,67058.25,74686.0,77267.0,77676.5,78021.0,79677.0,78491.75,77545.5,75336.75,75766.25,75143.75,77573.75,79027.25,77163.0,72616.0,68713.0,66469.75,61712.75
2015-02-06,59236.75,57153.75,55781.25,55586.75,56602.25,59848.0,67207.5,74832.5,77486.75,77718.0,78241.0,78769.5,77522.75,74838.0,73670.75,73312.5,73032.25,76312.0,77545.0,75747.75,71074.0,66251.0,63851.25,60973.75
2015-02-07,57445.0,55980.75,54224.75,53502.5,52666.25,52577.75,53641.75,57073.0,60819.5,63946.75,65916.0,66390.75,65610.75,63431.0,61475.5,58448.75,59609.0,63051.25,65896.25,63132.75,59151.75,58029.25,57838.5,55730.25
2015-02-08,54395.25,50831.0,50251.75,49500.25,49212.25,48812.5,47983.5,50335.25,53544.0,57015.25,60132.25,62332.25,61202.0,59722.75,58187.5,57409.5,58207.0,61906.5,63137.5,64061.5,60782.75,58788.75,59280.0,57082.25
2015-02-09,52319.75,50998.5,50090.75,49763.0,51289.75,54983.75,62388.75,69399.25,72615.25,73948.5,75307.5,76169.5,75651.5,73940.75,73004.5,72956.75,71970.0,74281.75,75957.0,74957.5,70280.75,66349.5,63488.0,58111.75
2015-02-10,58094.5,56062.5,54897.25,54959.0,56423.75,60204.0,68446.75,75688.0,78310.0,78711.25,79579.25,80671.25,79835.75,78322.5,76565.75,76569.5,75546.25,77419.75,79326.25,77477.75,72719.25,68618.75,64192.0,59389.75
2015-02-11,58809.5,56523.0,55459.5,55697.75,56862.75,60324.75,68388.75,75570.25,78017.0,78398.75,79137.25,80086.25,79386.75,78516.25,77209.5,76455.0,75266.25,77132.25,79453.5,77981.5,73665.75,69632.75,66931.75,62647.5
2015-02-12,57509.25,55272.5,54395.75,53465.0,54694.0,58523.25,66583.75,74249.75,76156.75,77113.25,77670.0,78526.75,77035.75,77161.5,75201.75,74880.5,73809.5,75816.5,78374.5,77227.25,72581.5,68294.5,65730.5,61505.0
2015-02-13,57973.0,55943.0,55046.75,55182.75,56167.5,59449.5,67119.25,74432.75,77107.0,77591.0,78567.75,79012.75,77966.25,76266.5,74441.5,73373.5,71619.75,74091.75,76407.0,75555.25,70887.5,66795.5,64924.25,60750.0
2015-02-14,57560.5,55165.75,53484.0,53008.5,52559.75,52848.75,53998.75,57687.5,61493.25,64424.75,66232.75,66990.75,66199.75,64153.25,62983.0,62593.25,62931.0,64836.75,68525.75,67293.75,62749.25,59696.75,59261.5,55793.0
2015-02-15,54414.25,51952.0,50175.25,49764.0,49795.25,49424.75,48840.75,51512.25,54641.0,58460.75,60658.25,62724.25,61654.75,59062.5,57710.5,55971.0,56297.5,59318.75,63892.25,63678.5,60660.25,58999.75,59634.75,56747.75
2015-02-16,54609.75,52608.75,51448.25,51807.5,53316.75,57462.5,64789.0,70412.75,73446.0,74750.75,75975.25,77565.75,79015.75,77136.25,76561.25,75018.75,73356.75,75612.25,77235.0,77786.75,73146.25,69066.75,66498.0,61182.0
2015-02-17,57350.75,55387.0,54339.75,54785.25,56065.75,59175.0,67147.0,73808.5,76511.75,77201.5,78228.0,79049.75,78284.0,77484.5,75047.5,74927.0,73659.25,75477.0,78434.25,77903.75,73004.75,68824.5,64944.75,61060.5
2015-02-18,57529.75,55713.25,54485.25,54718.5,56199.5,59604.75,67143.0,73314.75,76116.25,76733.5,77840.25,78763.5,77609.75,76860.75,75372.25,74262.0,73328.25,75087.5,78050.0,77187.5,72548.5,68263.5,65611.0,61499.0
2015-02-19,58388.75,56324.75,55219.0,55237.75,56377.0,59372.75,66976.75,74310.0,77151.0,77561.0,78644.25,79282.5,78258.25,77293.75,75959.75,74673.25,73530.75,75145.5,78357.25,77626.25,72680.75,68496.75,66038.0,61977.0
2015-02-20,59257.0,56855.75,55919.0,55549.0,57207.25,60450.25,67819.5,74867.75,77404.25,77898.0,78796.25,79726.75,78648.25,76847.75,74941.75,73616.75,72389.25,73815.0,76912.5,75810.25,71386.75,67214.25,65253.5,61208.75
2015-02-21,58571.75,56199.25,54746.75,53951.25,53164.75,53452.25,54262.0,57214.75,60928.5,64268.5,66316.5,67366.5,65909.5,64383.5,62936.25,60989.25,61483.75,62740.5,67082.25,65889.0,61452.5,58491.75,58329.75,55091.75
2015-02-22,50906.0,49448.25,48077.75,47890.5,48138.75,48486.25,48404.75,50528.75,53756.25,57297.75,59968.25,62062.0,60967.75,59068.0,57237.5,56074.75,55872.25,58963.75,63361.75,63335.5,60463.75,58475.5,58606.5,55628.25
2015-02-23,53801.25,51735.5,50976.75,51149.5,52763.25,56826.25,64792.75,71531.75,74337.5,74709.25,76423.0,77649.0,76582.5,75638.75,74768.0,73874.25,73027.0,73906.25,77332.0,76569.5,72020.25,67990.75,65381.25,59534.0
2015-02-24,57061.75,55490.75,54682.75,54500.75,56509.75,60112.0,68490.5,72612.25,76840.75,77867.75,79110.0,79943.75,79303.75,78611.75,75226.0,75648.25,74280.0,75769.75,78277.0,76939.75,72860.25,68653.25,64715.5,60984.5
2015-02-25,57988.25,55953.0,54889.0,55218.0,56122.75,59814.0,67266.5,73993.5,76881.25,77831.5,78653.25,80015.5,78928.0,78293.75,76988.5,75607.5,74334.5,75258.25,78090.5,77255.75,72726.25,68726.0,66120.75,61447.0
2015-02-26,58281.5,56425.25,55084.5,54674.25,56279.75,60179.0,67395.0,74276.25,77176.25,78288.0,79127.5,80215.5,78882.0,77080.0,75846.5,75096.0,73872.25,74629.0,77931.25,77435.0,72827.5,68928.5,66440.0,62217.0
2015-02-27,56674.5,54726.5,54031.5,54196.75,55681.5,59228.75,67103.75,73487.25,75937.25,76213.5,77083.5,77712.25,76847.0,74564.25,73127.25,71519.5,70445.0,71692.75,75395.25,74611.75,70712.25,65960.25,65237.0,61874.0
2015-02-28,59221.75,57860.5,56488.0,53050.25,52263.75,53081.0,56459.5,60328.75,62439.75,65487.5,67949.0,69265.0,68362.5,66012.5,64066.5,62994.75,62457.5,62891.0,67368.5,66283.25,61576.75,58381.75,57795.0,57880.75
2015-03-01,52175.5,50038.5,49083.25,48740.0,49102.75,49240.5,49477.0,53566.5,56620.25,59451.75,61564.75,63573.0,62620.0,61711.5,60452.25,58465.25,57882.5,59573.0,64031.5,64631.5,61922.25,59596.0,59427.0,56331.5
2015-03-02,54384.0,52535.75,51920.5,52186.5,53850.5,58195.5,67359.75,74813.0,77977.5,79060.75,79219.0,80456.75,79674.25,78652.0,77400.75,76523.0,75076.75,75136.0,78461.5,77993.75,73561.25,69311.75,66475.25,61097.0
2015-03-03,56805.25,55018.75,54192.25,54856.5,57993.0,62279.75,69739.5,75609.0,78193.25,78657.75,79467.5,80484.75,79652.0,78534.0,76255.0,76517.0,75201.0,75539.25,78872.25,77483.75,73593.0,69329.5,66432.0,61140.5
2015-03-04,58555.0,56529.75,55399.5,55449.75,56674.5,59853.5,66984.25,73223.5,76549.75,77605.0,78368.0,79884.5,78766.0,76147.5,75603.75,74452.75,73216.5,73676.75,76330.75,76312.75,71836.25,67832.5,65560.5,61267.5
2015-03-05,56714.5,54782.0,53372.25,53351.0,54642.5,59040.5,66198.75,71463.75,73406.75,74365.25,75995.0,77557.25,75759.5,72376.25,71434.25,71758.5,70778.75,71555.75,75604.25,75610.5,71284.25,67080.25,65263.5,61959.25
2015-03-06,58011.25,55458.75,54352.5,54944.75,56483.25,60038.5,67961.0,74988.75,77118.75,77885.75,79154.25,79574.75,78946.75,77305.75,75667.75,74288.25,73144.75,73508.0,77728.75,77590.25,72913.75,68470.0,66110.0,61301.75
2015-03-07,56978.0,54278.75,52782.25,52423.5,52857.5,53744.75,55589.5,58619.0,62044.75,65184.5,66968.0,68456.5,67528.25,65165.25,63314.75,61772.75,61212.0,63094.5,66672.25,66087.75,61944.0,59749.5,61481.75,57788.25
2015-03-08,53074.25,50642.5,49250.25,48849.0,49390.0,50058.75,50813.0,52963.5,56249.0,58936.5,60882.0,63523.5,63367.25,61695.0,59782.0,58158.5,57593.5,59281.25,64156.25,64134.25,62144.0,61386.0,61513.0,58406.75
2015-03-09,54999.0,52217.25,53442.0,51742.0,52052.0,57338.25,67062.75,74072.0,77116.0,77902.75,78251.5,79239.75,78692.25,77101.25,75901.25,75746.5,74045.0,73622.75,76483.5,76820.0,72516.5,69113.75,66843.75,62894.0
2015-03-10,60524.0,58013.25,56785.25,56974.25,57918.5,60859.5,67869.5,74825.0,77885.75,78393.75,79039.25,80075.0,78961.75,77698.75,75390.0,75644.0,74289.5,74103.75,77035.5,76710.5,72836.75,68725.25,65860.25,60637.25
2015-03-11,56442.25,53940.75,52849.25,53243.0,54843.0,58830.5,66812.75,72417.25,75273.25,76088.25,77087.25,77913.5,77149.0,74325.25,74932.5,73843.75,72284.75,73181.25,76347.25,77055.75,72617.75,68421.75,65676.5,60814.75
2015-03-12,55944.0,53958.75,52867.25,53182.25,54626.75,58287.5,66200.5,72890.25,75476.75,76028.25,77510.0,78305.0,76720.75,75009.0,74613.5,73772.5,71936.75,72316.5,75848.0,76267.5,71881.0,67739.75,64883.0,59563.0
2015-03-13,55195.75,53024.0,52816.5,52844.0,54499.0,58038.25,66103.75,72091.5,75067.75,75837.5,77274.25,77626.25,76092.5,73362.75,71106.0,70690.75,69877.75,70386.75,73493.5,73980.5,69471.25,65450.75,62371.75,58664.25
2015-03-14,55749.75,53191.0,52022.75,51847.5,52474.75,54032.25,56481.0,59864.25,63905.5,67225.75,69558.25,70872.75,69418.75,67816.0,65478.5,63496.75,63513.0,64821.75,67215.25,67593.25,63258.0,60191.75,58949.75,53127.0
2015-03-15,51633.25,49293.5,48300.0,47963.25,48331.75,49351.0,50379.5,53100.0,56476.0,59576.5,62590.75,64958.5,64137.25,62415.25,60723.75,57943.25,58239.25,58000.25,62131.25,65130.0,62267.5,59848.25,59224.75,54607.75
2015-03-16,51684.0,49822.75,49037.75,49254.75,50933.0,55267.25,64092.75,70401.25,73466.0,73532.25,73603.75,75272.5,74624.25,73973.25,72870.75,72505.75,71005.25,71225.5,73612.25,75554.75,70386.0,65966.5,63666.5,57854.0
2015-03-17,55728.5,53238.5,52152.75,52577.0,54193.25,58123.0,66022.0,71473.0,74300.25,74952.5,75843.0,76955.0,75845.0,74913.0,73172.25,71619.25,70233.5,70882.5,74363.25,75112.5,70860.75,66615.5,63620.0,58785.0
2015-03-18,56067.75,53527.25,52262.75,52298.0,53919.5,57841.25,65841.0,72002.75,74806.25,75618.75,77017.0,78442.75,77385.0,76381.0,74832.5,73894.0,72009.25,72362.75,75705.25,76255.0,71755.25,67779.5,64638.0,59548.75
2015-03-19,55407.25,53338.75,52409.5,52712.75,54201.0,58117.75,65956.75,71572.25,74120.25,74813.5,75981.75,77498.0,77117.75,76206.75,74405.75,73213.75,71826.75,71987.75,74124.0,75513.5,71646.5,67393.25,64316.25,59180.5
2015-03-20,54549.0,52287.75,51435.5,51610.25,53351.5,57203.5,65156.5,70903.25,73885.0,74346.75,75364.0,76311.5,75121.75,73104.0,71139.75,69834.0,68969.5,69602.0,71786.25,72588.75,68510.0,64744.25,62053.75,57430.75
2015-03-21,53435.75,51275.75,49933.0,49738.0,50272.25,51236.75,52556.5,55954.25,60168.5,63550.75,65479.0,66446.5,65502.5,63565.0,61582.25,60380.0,59783.0,60738.5,63746.25,64031.0,60184.0,57307.25,56043.5,52415.25
2015-03-22,49183.75,46972.25,45868.0,45752.0,46273.25,46679.0,46371.25,48526.0,52351.25,55921.5,58776.0,61391.75,60540.75,58357.25,56268.25,54945.25,54824.75,56867.0,60815.75,62381.5,59731.75,57907.0,57707.25,53873.0
2015-03-23,51194.0,49234.5,48573.75,48807.5,50688.25,55230.75,63747.5,70132.25,73301.5,74170.5,75680.0,76928.25,75760.75,74997.5,73416.5,71979.0,70279.5,70380.25,72990.25,74319.75,70415.75,66751.25,63400.0,58376.0
2015-03-24,54590.5,52585.25,51671.25,52067.0,53621.75,57449.25,65115.75,71274.5,74372.75,75120.0,75911.75,77303.25,76167.0,75320.25,73844.25,72542.0,70906.0,70704.5,73714.25,74968.5,71023.25,67207.5,63734.0,58687.25
2015-03-25,53843.25,51640.0,50743.25,51176.75,52765.25,56747.5,64666.75,70749.0,73696.5,74547.0,75799.25,76943.75,76046.75,75403.75,73855.5,72294.25,70692.0,70597.25,72663.5,73611.0,69683.5,65965.0,62665.0,57536.25
2015-03-26,53730.75,51680.0,50803.25,51355.25,52998.5,56868.75,64636.75,70808.5,73786.75,74311.25,75553.25,76877.25,75909.0,75280.0,73692.25,72582.5,71062.75,70820.5,72767.25,74278.5,70310.75,66212.25,62936.5,57928.25
2015-03-27,54078.25,52014.75,50925.25,51422.75,53075.25,56956.75,64542.75,70949.5,74043.0,75120.25,76174.25,77110.25,76050.5,74785.0,73179.25,71446.25,69958.0,69405.25,71925.25,72912.75,68389.0,64714.25,61921.5,57623.0
2015-03-28,53599.0,51135.5,49813.75,49579.25,50148.0,51062.5,52277.5,55341.5,59563.5,63165.5,65140.5,66420.75,65685.5,63524.5,61364.25,60054.75,59860.25,60989.0,63897.0,64665.75,60908.0,57918.5,56453.75,52767.0
2015-03-29,50676.0,47967.0,46809.0,46497.5,46558.75,46556.25,46132.25,47322.25,51484.75,54929.75,57294.0,59837.0,59208.0,56965.25,54891.75,53343.0,52593.5,54361.0,55945.75,59390.5,58611.75,57225.75,56916.5,53802.0
2015-03-30,50121.25,48295.5,47704.25,48215.25,50211.0,54964.25,64038.5,70971.5,74235.25,75346.25,76699.5,78173.0,77249.25,76452.75,75096.0,73991.25,71796.0,71392.75,72150.25,73192.25,70395.0,66755.5,63557.75,58499.5
2015-03-31,55030.0,53723.25,52998.5,53465.0,55423.75,60160.25,68847.75,73150.75,75195.25,76291.0,77544.5,78378.25,77580.0,76702.5,75151.5,73678.5,71724.75,71093.25,72137.0,72634.0,69649.5,66332.25,62654.75,57756.5
2015-04-01,56197.5,54004.5,53115.75,53628.75,55828.0,59998.5,68291.75,74345.0,77540.5,78444.0,78840.75,80071.25,79116.75,78301.0,76963.5,75485.0,73753.5,73499.0,74415.75,74789.5,72485.75,69320.25,65438.25,60220.0
2015-04-02,57362.75,55204.0,54165.25,54544.75,56273.0,60407.0,68057.0,74586.75,77983.0,78712.75,79689.5,80913.0,79872.25,78682.0,77147.25,75168.25,73366.25,72951.25,73565.75,74147.75,71925.0,68491.25,64827.75,60336.75
2015-04-03,52128.0,49605.25,48322.75,48159.0,48941.25,49869.75,51615.5,54478.0,57803.25,60956.0,63438.25,65339.0,64298.0,62221.25,59774.25,58006.0,56480.25,57136.0,58992.0,60020.5,59034.75,58074.75,56820.5,53501.5
2015-04-04,49426.25,47483.0,46388.0,46405.25,47260.5,48531.25,50080.0,53205.75,56679.0,59644.25,61434.5,62094.25,61605.5,60287.75,58658.25,57870.0,56882.25,57166.0,59584.25,60891.75,58071.75,55712.75,53735.0,50257.0
2015-04-05,47878.75,45445.25,44286.0,43891.5,44081.5,44119.5,43633.25,45655.5,49231.25,52900.75,55724.25,58410.75,57762.0,55093.25,52587.25,51216.0,50109.0,51063.0,53887.25,55869.75,56197.0,55675.25,55643.0,52326.5
2015-04-06,47347.5,44758.25,43365.25,42986.75,43262.0,43447.5,43434.0,45487.5,49293.5,53077.0,55600.75,57884.5,57454.0,55097.0,53027.0,51433.75,50675.25,51884.0,54547.25,56064.0,56134.0,54956.0,54517.5,51090.75
2015-04-07,48182.75,46624.25,46307.0,46761.25,48555.5,53273.25,62494.75,68786.25,72383.5,73505.75,74466.0,75987.25,75185.5,74313.25,72967.5,71672.25,69648.5,69167.0,69466.25,70125.75,69446.75,66123.0,62059.0,56383.75
2015-04-08,54882.5,52235.75,50989.25,51507.25,52944.25,56311.0,64025.25,69801.5,75145.5,76098.5,76699.75,78009.5,76890.75,75805.75,74472.5,73323.5,71392.25,70811.0,71467.25,71589.75,70450.0,67273.75,63596.25,58101.0
2015-04-09,54410.5,51924.0,50785.25,51073.75,52617.5,56380.5,64090.5,68546.0,72860.5,73811.5,74969.0,76294.0,75667.75,74894.5,73367.25,71436.5,69721.0,68867.25,69104.75,69498.75,68640.0,65263.5,61731.0,56802.25
2015-04-10,52303.0,50001.25,48959.0,49379.25,51155.25,55106.5,62656.75,67574.25,72133.75,73239.75,74367.25,74990.25,74313.25,72817.25,70920.75,69385.25,67628.25,67062.5,67410.5,67486.25,66675.0,63797.0,60741.0,56230.75
2015-04-11,50431.75,48123.5,46983.25,47049.75,47917.75,49240.75,51671.5,55032.5,59158.0,62315.25,64238.0,65519.75,64174.75,62586.25,60685.75,59633.75,58266.25,58317.75,59207.5,59242.75,58340.0,56290.75,54227.75,50591.5
2015-04-12,46888.5,44735.75,43739.25,43465.0,44040.25,44798.5,46255.25,48878.75,52583.5,55737.25,57852.0,60064.5,58713.75,56804.25,55295.0,54319.75,53341.0,53910.5,56014.75,57049.0,57475.0,56261.25,54996.75,51258.75
2015-04-13,47371.0,45825.75,45361.5,45780.5,47967.0,53088.0,62068.5,68352.5,71923.75,73036.75,73845.5,75309.25,74077.5,73493.0,72360.25,71356.0,69101.75,68897.75,69147.0,69424.5,68183.25,65209.25,61080.0,55479.25
2015-04-14,52846.75,50574.0,49731.25,49973.25,51694.25,55562.0,63532.75,69259.5,73754.0,74728.5,75324.25,76720.0,75606.5,74687.0,73398.75,71958.75,69981.25,69573.25,69845.5,69906.25,68908.25,65824.5,61795.5,56293.0
2015-04-15,50875.75,48556.75,47332.75,47552.0,49050.0,52943.75,60637.75,65014.5,69051.5,70402.75,71276.75,72548.75,71915.5,70949.0,69427.5,68059.75,66021.75,65634.75,65784.25,66027.75,64761.25,62136.75,58646.0,53574.5
2015-04-16,51795.25,49581.25,48669.5,49078.75,50756.5,54826.0,63089.25,66979.75,72289.25,72988.75,74368.0,75950.5,75141.25,74479.25,73184.25,71576.5,69540.0,69008.5,68748.5,68345.5,67208.75,64305.5,60586.0,55346.25
2015-04-17,52589.25,50258.5,49150.5,49431.0,50977.25,54741.0,62665.25,69106.0,72258.75,73092.25,74732.5,76367.5,75393.25,73958.25,72647.0,71322.0,69570.5,68996.5,68867.5,67666.25,66320.5,63538.75,60091.5,55340.25
2015-04-18,50118.75,47191.5,45889.5,45684.0,46128.0,47130.25,48960.75,52213.25,56148.5,59172.25,61165.0,62704.25,62384.5,60723.75,58996.5,57830.5,56950.0,57502.75,58091.5,58549.0,56988.0,54952.75,53131.5,49499.75
2015-04-19,46513.5,44104.75,42825.0,42443.25,42823.5,43148.75,43019.0,45282.0,48966.75,52487.0,55204.75,57847.25,57568.0,55748.75,53953.0,52481.5,52051.5,51078.25,54807.5,55488.25,55920.75,55408.75,54891.5,51259.75
